Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags,Cov Num,Date Added
"Daily Situation Report on Coronavirus disease (COVID-19) in Iran; March 25, 2020",,"After detection of the first confirmed cases of COVID-19 in Iran, the National Committee on COVID-19 Epidemiology in Ministry of Health and Medical Education was established. This Committee is official source of gathering, analyzing, and reporting the COVID-19 data in Iran. The data of all sources in the country including, medical care monitoring center (MCMC), Hospitals' Information Systems (HIS), Laboratory portal, the data of the center for communicable disease control (MOH), as well as the data from community health centers are integrated and used in this regards. This factsheet contain daily situation report on coronavirus disease (covid-19) in Iran; March 25, 2020.",2020,,Arch Acad Emerg Med,,,,32259127,,50411,#45352,,,,45352,09-04-20
[Coronavirus disease 2019 : More safety through compact facts and recommendantions for action],"Zoller, M.; Irlbeck, M.; Zwissler, B.",,2020,,Anaesthesist,,,,32253484,10.1007/s00101-020-00761-2,50486,#45431,Zoller 2020,,,45431,09-04-20
Transplantation of ACE2(-) Mesenchymal Stem Cells Improves the Outcome of Patients with COVID-19 Pneumonia,"Leng, Zikuan; Zhu, Rongjia; Hou, Wei; Feng, Yingmei; Yang, Yanlei; Han, Qin; Shan, Guangliang; Meng, Fanyan; Du, Dongshu; Wang, Shihua; Fan, Junfen; Wang, Wenjing; Deng, Luchan; Shi, Hongbo; Li, Hongjun; Hu, Zhongjie; Zhang, Fengchun; Gao, Jinming; Liu, Hongjian; Li, Xiaoxia; Zhao, Yangyang; Yin, Kan; He, Xijing; Gao, Zhengchao; Wang, Yibin; Yang, Bo; Jin, Ronghua; Stambler, Ilia; Lim, Lee Wei; Su, Huanxing; Moskalev, Alexey; Cano, Antonio; Chakrabarti, Sasanka; Min, Kyung-Jin; Ellison-Hughes, Georgina; Caruso, Calogero; Jin, Kunlin; Zhao, Robert Chunhua","A coronavirus (HCoV-19) has caused the novel coronavirus disease (COVID-19) outbreak in Wuhan, China. Preventing and reversing the cytokine storm may be the key to save the patients with severe COVID-19 pneumonia. Mesenchymal stem cells (MSCs) have been shown to possess a comprehensive powerful immunomodulatory function. This study aims to investigate whether MSC transplantation improves the outcome of 7 enrolled patients with COVID-19 pneumonia in Beijing YouAn Hospital, China, from Jan 23, 2020 to Feb 16, 2020. The clinical outcomes, as well as changes of inflammatory and immune function levels and adverse effects of 7 enrolled patients were assessed for 14 days after MSC injection. MSCs could cure or significantly improve the functional outcomes of seven patients without observed adverse effects. The pulmonary function and symptoms of these seven patients were significantly improved in 2 days after MSC transplantation. Among them, two common and one severe patient were recovered and discharged in 10 days after treatment. After treatment, the peripheral lymphocytes were increased, the C-reactive protein decreased, and the overactivated cytokine-secreting immune cells CXCR3+CD4+ T cells, CXCR3+CD8+ T cells, and CXCR3+ NK cells disappeared in 3-6 days. In addition, a group of CD14+CD11c+CD11b(mid) regulatory DC cell population dramatically increased. Meanwhile, the level of TNF-alpha was significantly decreased, while IL-10 increased in MSC treatment group compared to the placebo control group. Furthermore, the gene expression profile showed MSCs were ACE2(-) and TMPRSS2(-) which indicated MSCs are free from COVID-19 infection. Thus, the intravenous transplantation of MSCs was safe and effective for treatment in patients with COVID-19 pneumonia, especially for the patients in critically severe condition.",2020,,Aging Dis,,,,32257537,10.14336/AD.2020.0228,50430,#45539,Leng 2020,,,45539,09-04-20
"Susceptibility of ferrets, cats, dogs, and other domesticated animals to SARS–coronavirus 2","Shi, Jianzhong; Wen, Zhiyuan; Zhong, Gongxun; Yang, Huanliang; Wang, Chong; Huang, Baoying; Liu, Renqiang; He, Xijun; Shuai, Lei; Sun, Ziruo; Zhao, Yubo; Liu, Peipei; Liang, Libin; Cui, Pengfei; Wang, Jinliang; Zhang, Xianfeng; Guan, Yuntao; Tan, Wenjie; Wu, Guizhen; Chen, Hualan; Bu, Zhigao","Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) causes the infectious disease COVID-19, which was first reported in Wuhan, China in December, 2019. Despite the tremendous efforts to control the disease, COVID-19 has now spread to over 100 countries and caused a global pandemic. SARS-CoV-2 is thought to have originated in bats; however, the intermediate animal sources of the virus are completely unknown. Here, we investigated the susceptibility of ferrets and animals in close contact with humans to SARS-CoV-2. We found that SARS-CoV-2 replicates poorly in dogs, pigs, chickens, and ducks, but ferrets and cats are permissive to infection. We found experimentally that cats are susceptible to airborne infection. Our study provides important insights into the animal models for SARS-CoV-2 and animal management for COVID-19 control.",2020,,Science,,,eabb7015,,10.1126/science.abb7015,53738,#45712,Shi 2020,,,45712,09-04-20
Effective containment explains subexponential growth in recent confirmed COVID-19 cases in China,"Maier, Benjamin F.; Brockmann, Dirk","The recent outbreak of COVID-19 in Mainland China was characterized by a distinctive subexponential increase of confirmed cases during the early phase of the epidemic, contrasting an initial exponential growth expected for an unconstrained outbreak. We show that this effect can be explained as a direct consequence of containment policies that effectively deplete the susceptible population. To this end, we introduce a parsimonious model that captures both, quarantine of symptomatic infected individuals as well as population-wide isolation practices in response to containment policies or behavioral changes and show that the model captures the observed growth behavior accurately. The insights provided here may aid the careful implementation of containment strategies for ongoing secondary outbreaks of COVID-19 or similar future outbreaks of other emergent infectious diseases.",2020,,Science,,,eabb4557,,10.1126/science.abb4557,53739,#45713,Maier 2020,,,45713,09-04-20
"Social scientists scramble to study pandemic, in real time","Cornwall, Warren","If pandemic lockdowns have people feeling a bit like lab rats stuck in cages, in some ways that’s exactly what they are. As the coronavirus touches on virtually every part of life around the globe, social scientists are rushing to suck up real-time data on how people are responding to the unfolding pandemic. Economists are gathering data about supply chains. Political scientists are scrutinizing how government responses track with ideology. Psychologists are monitoring children in after-school programs. Behavioral scientists are surveying thousands of people to see how they respond to information in a crisis.",2020,,Science,,,,,10.1126/science.abc1536,53740,#45714,Cornwall 2020,,,45714,09-04-20
‘We will have many body bags.’ WHO chief responds to Trump’s criticisms,"Cohen, Jon","The head of the World Health Organization today gave an impassioned but indirect rejoinder to recent comments from U.S. President Donald Trump criticizing WHO’s handling of the coronavirus pandemic and suggesting he would try to cut its U.S. funding. “Please quarantine politicizing COVID,” Tedros Adhanom Ghebreyesus said in response to a question from ScienceInsider about Trump’s comments. “We will have many body bags in front of us if we don’t behave.”",2020,,Science,,,,,10.1126/science.abc1503,53741,#45715,Cohen 2020,,,45715,09-04-20
Coronavirus latest: CERN scientists join the COVID-19 fight,Nature,"More than 100 researchers and staff at CERN are finding innovative ways to combat the coronavirus pandemic. Scientists, engineers and technicians at the world’s largest particle physics laboratory are teaming up to fill critical gaps in the local and international responses to the outbreak — from manufacturing and distributing large quantities of hand sanitizer to designing an open-source ventilator.",2020,,Nature,,,,,10.1038/d41586-020-00154-w,53737,#45716,Nature 2020,,,45716,09-04-20
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
